,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
124,Cristian Ansaldi,1.5,0.5,0.8,1.0,0.2,0.0,1.0,6.0,0.6,1.2,0.9,0.7,0.0,0.5,0.8,6.0,1.2,20.5,75.4,1.6,2.1,0.0
125,Gianluigi Buffon,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,32.6,82.0,0.0,4.0,0.0
126,David Ospina,0.0,0.0,0.1,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,1.0,0.1,30.9,81.4,0.0,5.9,0.0
127,Radja Nainggolan,1.9,0.7,1.0,0.7,0.0,0.0,1.0,0.0,2.2,1.0,1.3,1.0,0.0,1.5,1.5,0.0,1.0,34.3,80.0,0.8,3.0,0.0
128,Gianluca Caprari,0.5,0.6,0.8,0.2,0.0,0.0,5.0,6.0,1.6,1.2,1.7,1.8,0.3,1.7,2.4,6.0,1.2,19.7,80.6,0.8,0.8,0.0
129,Yildirim Mert Çetin,1.3,2.3,1.0,2.2,1.0,0.0,0.0,0.0,0.3,0.0,0.5,0.7,0.0,0.3,0.3,0.0,0.0,28.7,79.7,0.0,3.3,0.0
130,Simy,0.2,0.2,1.3,1.3,0.1,0.0,20.0,2.0,1.7,0.7,0.9,1.2,0.6,1.9,3.2,2.0,0.7,18.2,77.1,0.0,0.3,0.0
131,José Luis Palomino,1.9,2.2,1.3,1.5,0.4,0.0,1.0,2.0,0.1,0.3,0.1,0.4,0.1,0.1,0.4,2.0,0.3,42.1,82.8,0.0,2.5,0.0
132,Hernani ,1.5,0.9,1.5,1.1,0.1,0.0,7.0,3.0,1.0,1.1,1.1,0.7,0.0,0.8,1.2,3.0,1.1,29.6,83.4,0.6,2.8,0.0
133,Bartosz Bereszynski,2.1,1.4,0.9,2.2,0.6,0.0,1.0,0.0,0.1,0.3,0.6,0.9,0.0,0.5,0.9,0.0,0.3,39.1,82.2,0.2,1.3,0.0
134,Diogo Dalot,1.5,1.2,1.2,1.8,0.2,0.0,1.0,1.0,0.5,0.4,0.4,0.2,0.1,0.2,0.8,1.0,0.4,23.2,79.1,0.5,1.8,0.0
135,Nahitan Nández,1.8,0.7,1.3,1.5,0.1,0.0,2.0,2.0,1.0,1.0,1.2,1.8,0.3,0.9,1.6,2.0,1.0,30.9,77.7,0.8,1.0,0.0
136,Riccardo Orsolini,1.1,0.3,0.6,0.6,0.1,0.0,7.0,3.0,1.6,0.9,1.1,1.3,0.2,0.5,1.4,3.0,0.9,18.1,69.9,0.8,0.7,0.1
137,Filip Djuricic,1.0,0.3,1.6,0.4,0.1,0.0,5.0,4.0,1.7,1.7,1.1,1.2,0.2,1.5,1.7,4.0,1.7,27.4,78.9,0.1,0.4,0.0
138,Wojciech Szczesny,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.4,89.1,0.0,4.3,0.0
139,Fabio Quagliarella,0.4,0.2,0.8,0.3,0.0,0.0,13.0,1.0,2.5,0.6,0.5,1.1,0.5,1.0,1.8,1.0,0.6,15.2,71.1,0.1,0.6,0.0
140,Ismaël Bennacer,1.9,1.0,1.0,0.6,0.0,0.0,0.0,2.0,0.6,0.2,1.4,1.4,0.0,0.7,1.0,2.0,0.2,46.0,87.9,0.0,2.5,0.0
141,Giacomo Bonaventura,1.0,1.1,1.1,0.3,0.1,0.0,3.0,2.0,1.3,0.7,1.2,1.2,0.2,0.9,1.1,2.0,0.7,26.8,82.3,0.3,1.4,0.0
142,Merih Demiral,0.8,1.4,0.7,2.6,0.6,0.0,0.0,1.0,0.4,0.3,0.1,0.1,0.1,0.1,0.2,1.0,0.3,41.3,94.0,0.0,1.3,0.0
143,Lukasz Skorupski,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,28.1,74.7,0.0,4.3,0.0
144,Rodrigo Palacio,0.4,0.2,1.1,0.8,0.0,0.0,5.0,5.0,1.5,1.1,1.0,2.0,1.0,1.3,2.4,5.0,1.1,24.6,79.4,0.3,0.6,0.0
145,Mattia Bani,0.9,2.5,1.2,3.5,1.0,0.0,0.0,0.0,0.5,0.2,0.0,0.6,0.1,0.5,0.2,0.0,0.2,47.5,84.1,0.1,3.7,0.0
146,Giangiacomo Magnani,1.0,1.8,1.8,4.0,0.6,1.0,0.0,0.0,0.5,0.0,0.1,1.2,0.0,0.0,0.6,0.0,0.0,24.2,75.5,0.0,1.6,0.0
147,Yordan Osorio ,1.0,2.3,0.7,3.2,0.8,0.0,0.0,0.0,0.3,0.1,0.7,0.7,0.0,0.5,0.9,0.0,0.1,49.3,88.5,0.0,4.0,0.0
148,Gastón Brugman ,1.3,1.7,1.0,1.2,0.2,0.0,1.0,1.0,0.7,1.0,0.6,0.8,0.0,0.3,0.8,1.0,1.0,39.9,87.5,0.7,3.4,0.1
149,Gian Marco Crespi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,86.1,0.0,8.0,0.0
150,Gianluca Scamacca,0.7,0.3,1.2,0.5,0.2,1.0,8.0,2.0,1.8,0.6,0.6,0.7,0.4,1.0,1.7,2.0,0.6,13.0,66.1,0.1,0.8,0.0
151,Arkadiusz Reca,1.1,1.7,1.1,1.9,0.1,0.0,2.0,3.0,1.0,0.9,1.2,0.8,0.2,0.5,1.6,3.0,0.9,25.8,73.3,0.5,0.8,0.0
152,Christian Eriksen,0.5,0.3,0.5,0.4,0.0,0.0,3.0,0.0,1.2,1.2,0.4,0.2,0.0,0.7,0.7,0.0,1.2,36.6,87.3,1.2,2.0,0.0
153,Jerdy Schouten,1.5,2.3,1.4,1.0,0.4,0.0,1.0,1.0,0.3,0.7,1.1,0.7,0.0,0.6,1.0,1.0,0.7,40.6,87.1,0.1,2.2,0.1
154,Antonin Barak,0.9,0.4,1.8,1.1,0.2,0.0,7.0,3.0,1.3,0.7,0.8,0.5,0.1,0.9,1.3,3.0,0.7,37.7,78.8,0.1,1.5,0.0
155,Matteo Gabbia,1.1,0.4,0.6,2.5,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,45.0,91.7,0.0,2.8,0.0
156,Dejan Kulusevski,0.9,0.3,1.2,0.1,0.0,0.0,4.0,3.0,1.0,1.5,1.2,0.8,0.1,1.3,1.9,3.0,1.5,20.0,81.3,0.5,0.2,0.1
157,Mattia Destro,0.2,0.1,1.3,0.3,0.0,0.0,11.0,1.0,1.3,0.2,0.8,1.3,0.8,0.7,1.5,1.0,0.2,9.3,69.1,0.0,0.2,0.0
158,Jordan Veretout,0.7,0.4,1.1,0.7,0.1,0.0,10.0,2.0,1.4,0.9,0.4,0.4,0.1,0.3,0.7,2.0,0.9,42.9,88.1,0.5,2.8,0.0
159,Hamed Traore,0.8,0.5,0.7,0.3,0.1,0.0,5.0,2.0,1.2,1.0,1.5,0.5,0.1,0.7,1.6,2.0,1.0,22.3,79.6,0.4,0.7,0.0
160,Erick Pulgar,1.3,1.3,0.7,1.3,0.3,0.0,1.0,3.0,0.5,0.7,0.4,0.7,0.0,0.2,0.8,3.0,0.7,34.5,85.1,0.7,2.1,0.0
161,Weston McKennie,1.0,0.8,1.3,0.7,0.1,0.0,5.0,2.0,0.9,0.8,0.6,0.2,0.1,0.6,1.1,2.0,0.8,22.2,85.4,0.0,0.7,0.0
162,Giuseppe Pezzella ,1.4,0.5,1.0,1.8,0.4,0.0,1.0,4.0,0.3,0.8,1.5,1.0,0.0,1.0,0.8,4.0,0.8,32.3,81.8,0.7,1.8,0.0
163,Domenico Criscito,1.9,1.9,1.0,2.2,0.6,0.0,1.0,0.0,0.3,0.3,0.2,1.1,0.0,0.2,0.4,0.0,0.3,44.2,82.3,0.2,3.3,0.0
164,Albin Ekdal,1.8,1.5,1.5,1.0,0.4,0.0,2.0,1.0,0.4,0.3,0.6,1.8,0.0,0.6,0.7,1.0,0.3,32.7,83.8,0.0,1.2,0.0
165,Ivan Perisic,0.7,0.6,0.4,1.0,0.1,0.0,4.0,4.0,1.1,0.9,0.2,0.1,0.3,0.2,0.7,4.0,0.9,19.0,76.0,0.6,0.9,0.0
166,Pedro,0.9,0.3,0.9,0.0,0.0,0.0,5.0,2.0,1.6,1.1,1.1,1.3,0.3,0.4,1.7,2.0,1.1,22.7,81.4,0.3,1.0,0.0
167,Matteo Scozzarella ,1.3,2.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.7,0.3,0.0,2.0,31.0,84.9,1.7,2.3,0.0
168,Alex Ferrari,2.3,1.9,0.8,2.1,0.5,0.0,0.0,1.0,0.0,0.3,0.1,0.8,0.0,0.3,0.8,1.0,0.3,36.9,84.2,0.1,2.4,0.0
169,Roberto Pereyra,0.5,0.8,1.1,0.6,0.1,0.0,5.0,7.0,0.8,1.3,1.1,1.7,0.2,1.5,2.4,7.0,1.3,35.4,87.4,0.2,1.0,0.0
170,Ivan Ilic,0.9,0.9,0.8,0.8,0.2,0.0,2.0,0.0,0.4,0.6,1.0,1.0,0.0,0.4,0.9,0.0,0.6,38.1,85.8,0.3,1.5,0.0
171,Rafael Tolói,1.6,1.1,1.2,2.0,0.2,0.0,2.0,0.0,0.9,0.5,0.3,0.5,0.0,0.4,0.7,0.0,0.5,52.0,83.3,0.2,3.1,0.0
172,Manolo Gabbiadini,0.1,0.2,0.8,0.3,0.1,0.0,3.0,2.0,1.8,0.7,0.2,1.1,0.2,0.3,1.1,2.0,0.7,13.3,75.0,0.1,0.6,0.0
173,Lucas Leiva,2.1,1.8,1.5,0.7,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.8,0.0,0.4,0.4,0.0,0.2,45.7,86.8,0.1,1.7,0.0
174,Luiz Felipe,2.3,1.5,1.0,1.9,0.6,0.0,0.0,0.0,0.3,0.2,0.1,0.6,0.1,0.1,0.5,0.0,0.2,38.8,91.3,0.1,1.6,0.0
175,Gaetano Letizia,1.5,0.8,0.6,1.5,0.1,0.0,3.0,1.0,0.5,0.6,0.5,0.9,0.0,0.5,0.8,1.0,0.6,28.3,80.4,0.9,1.8,0.0
176,Darko Lazovic,0.9,0.6,0.3,0.8,0.2,0.0,3.0,6.0,1.0,1.1,0.6,0.1,0.3,0.5,1.0,6.0,1.1,32.5,76.7,0.9,1.3,0.0
177,Alexis Saelemaekers,1.3,0.8,0.9,0.1,0.0,0.0,2.0,4.0,0.9,0.9,1.2,1.1,0.2,0.6,1.9,4.0,0.9,25.1,82.6,0.3,0.5,0.0
178,Andrea Carboni,2.3,0.9,0.7,3.1,0.3,0.0,0.0,1.0,0.3,0.3,0.2,0.4,0.0,0.1,0.3,1.0,0.3,36.6,79.4,0.4,1.7,0.0
179,Adam Marusic,1.1,1.1,0.5,1.3,0.2,1.0,2.0,3.0,0.8,0.8,0.7,0.4,0.1,0.6,0.7,3.0,0.8,37.3,85.4,0.4,1.6,0.0
180,Georgios Kyriakopoulos,1.5,0.7,0.7,1.4,0.2,0.0,1.0,0.0,1.0,0.6,1.2,0.3,0.0,0.8,1.0,0.0,0.6,36.7,85.7,0.4,1.0,0.0
181,Leonardo Bonucci,0.7,1.2,0.8,2.4,0.5,0.0,2.0,0.0,0.6,0.1,0.1,0.6,0.1,0.1,0.2,0.0,0.1,55.8,90.4,0.0,4.5,0.0
182,Simone Verdi,0.6,0.2,0.7,0.1,0.0,0.0,1.0,5.0,1.2,1.6,1.2,0.7,0.1,0.8,1.0,5.0,1.6,17.1,77.6,1.4,1.3,0.0
183,Lyanco,0.9,2.0,1.0,3.1,1.1,0.0,0.0,0.0,0.5,0.3,0.8,0.6,0.0,0.2,0.4,0.0,0.3,54.4,85.9,0.0,4.8,0.0
184,Adama Soumaoro,1.2,1.0,1.7,3.3,1.2,0.0,1.0,0.0,0.4,0.2,0.3,1.0,0.0,0.1,0.4,0.0,0.2,46.0,88.9,0.0,1.6,0.0
185,Federico Ceccherini,0.6,1.6,1.9,2.4,0.3,0.0,0.0,0.0,0.5,0.2,0.4,1.3,0.0,0.2,0.6,0.0,0.2,35.7,80.9,0.0,1.9,0.0
186,Tomás Rincón,1.9,0.9,2.0,1.1,0.2,0.0,1.0,1.0,0.6,0.4,1.0,1.2,0.0,0.7,1.1,1.0,0.4,37.1,84.6,0.2,2.8,0.0
187,Chris Smalling,0.9,1.8,0.8,2.8,0.7,0.0,0.0,1.0,0.4,0.1,0.3,0.5,0.1,0.3,0.5,1.0,0.1,42.6,90.7,0.0,2.0,0.0
188,Rick Karsdorp,1.1,0.9,1.1,0.9,0.0,0.0,1.0,6.0,0.4,0.8,0.6,0.4,0.1,0.4,0.6,6.0,0.8,32.2,83.8,0.3,1.2,0.0
189,Nicolas Viola,0.9,0.5,0.8,0.4,0.2,0.0,5.0,3.0,1.1,1.1,0.7,1.4,0.0,0.4,1.1,3.0,1.1,26.4,71.4,0.7,1.4,0.1
190,Bryan Cristante,0.8,1.2,0.9,1.8,0.2,1.0,1.0,3.0,0.8,0.5,0.7,0.4,0.1,0.2,0.6,3.0,0.5,44.5,83.1,0.1,3.9,0.1
191,Tolgay Arslan,1.7,0.7,1.3,0.4,0.1,0.0,3.0,0.0,0.7,0.3,1.1,1.5,0.0,0.7,0.7,0.0,0.3,28.9,85.6,0.1,1.3,0.0
192,Andreas Cornelius ,0.4,0.0,1.2,0.9,0.1,0.0,1.0,4.0,1.0,0.8,0.4,1.7,0.5,1.2,1.9,4.0,0.8,20.0,68.2,0.0,0.5,0.1
193,Adrien Tameze,1.2,1.0,1.1,1.2,0.2,0.0,1.0,0.0,0.5,0.4,1.1,0.9,0.1,0.8,1.2,0.0,0.4,30.5,80.0,0.2,1.8,0.0
194,Giorgio Chiellini,0.7,1.6,1.1,3.3,0.8,1.0,0.0,1.0,0.4,0.1,0.1,0.9,0.1,0.1,0.3,1.0,0.1,65.1,92.1,0.1,3.7,0.0
195,Alex Meret,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,87.8,0.0,3.2,0.0
196,Charalampos Lykogiannis,1.1,1.0,0.9,2.5,0.4,0.0,4.0,2.0,0.9,0.5,0.4,0.8,0.1,0.3,1.1,2.0,0.5,28.1,73.0,0.7,1.3,0.0
197,Lucas Martínez Quarta,1.5,1.9,1.1,2.1,0.4,0.0,1.0,0.0,0.8,0.3,0.7,0.5,0.0,0.3,0.7,0.0,0.3,37.9,80.8,0.1,2.7,0.0
198,Thomas Strakosha,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,32.8,83.1,0.0,7.7,0.0
199,Mario Pasalic,1.0,0.3,0.8,0.2,0.0,0.0,6.0,2.0,0.8,0.7,0.4,0.4,0.0,0.7,1.0,2.0,0.7,26.5,86.1,0.0,1.4,0.0
200,Mário Rui,0.9,1.0,0.6,0.8,0.1,0.0,0.0,2.0,0.7,1.1,0.5,1.5,0.1,0.1,0.9,2.0,1.1,43.4,84.6,0.9,1.8,0.0
201,Julian Chabot,1.9,1.5,1.3,1.7,0.5,0.0,1.0,1.0,0.4,0.2,0.4,1.3,0.0,0.2,0.4,1.0,0.2,42.6,85.2,0.0,3.8,0.0
202,Maya Yoshida,0.5,1.8,0.5,2.8,1.1,0.0,1.0,2.0,0.3,0.2,0.2,0.6,0.0,0.0,0.4,2.0,0.2,37.5,85.1,0.0,3.3,0.0
203,Luca Cigarini,1.9,0.9,1.9,0.6,0.1,0.0,0.0,0.0,1.1,1.1,0.6,1.3,0.0,0.7,0.7,0.0,1.1,51.5,85.3,0.8,4.1,0.0
204,Arthur,0.8,0.8,0.5,0.4,0.0,0.0,1.0,0.0,0.1,0.8,0.9,1.0,0.0,0.5,0.7,0.0,0.8,49.0,94.1,0.0,2.5,0.0
205,Rodrigo Becão,1.7,1.9,1.4,2.6,0.8,0.0,1.0,0.0,0.3,0.2,0.1,1.3,0.0,0.3,0.3,0.0,0.2,38.5,86.7,0.0,1.6,0.0
206,Lorenzo Tonelli,1.4,1.1,1.3,4.0,0.6,0.0,1.0,0.0,0.6,0.0,0.2,1.1,0.0,0.2,0.2,0.0,0.0,39.3,81.3,0.0,3.3,0.0
207,Adam Ounas,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.9,1.0,2.7,1.3,0.1,1.4,1.6,0.0,1.0,15.9,72.1,0.4,1.0,0.0
208,Manuel Lazzari,0.8,0.6,0.8,0.8,0.1,1.0,2.0,5.0,0.8,0.9,1.0,1.7,0.1,0.7,1.3,5.0,0.9,26.1,85.0,0.7,0.8,0.0
209,Kastriot Dermaku ,0.5,1.0,1.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,87.5,0.0,0.0,0.0
210,Samir Handanovic,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,24.8,84.8,0.0,3.8,0.0
211,Tommaso Augello,1.1,0.9,0.4,1.7,0.1,0.0,1.0,3.0,0.2,0.8,0.8,0.7,0.1,0.4,1.2,3.0,0.8,43.1,79.5,0.7,1.4,0.0
212,Kamil Glik,1.2,1.7,0.9,4.2,0.9,1.0,2.0,1.0,0.8,0.1,0.1,0.6,0.0,0.1,0.4,1.0,0.1,36.0,88.5,0.0,3.2,0.0
213,Stefano Sturaro,1.8,1.2,2.3,0.3,0.0,0.0,1.0,0.0,0.8,0.7,0.8,2.0,0.3,1.3,2.7,0.0,0.7,35.3,75.0,0.8,2.7,0.0
214,Kostas Manolas,1.0,0.8,0.7,2.5,0.4,0.0,0.0,0.0,0.3,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.2,51.7,92.8,0.0,3.4,0.0
215,Emmanuel Gyasi,0.8,0.4,1.8,0.2,0.1,0.0,4.0,6.0,0.8,0.7,1.1,1.4,0.8,1.2,2.0,6.0,0.7,24.5,84.5,0.2,0.5,0.0
216,Gervinho ,0.2,0.4,0.3,0.1,0.0,0.0,5.0,1.0,1.2,1.0,2.1,0.4,0.7,0.9,1.7,1.0,1.0,19.2,82.4,0.1,0.2,0.0
217,Tommaso Pobega,1.2,0.5,1.4,1.0,0.1,0.0,6.0,0.0,1.1,0.4,0.2,0.9,0.0,0.3,0.9,0.0,0.4,22.0,77.3,0.1,1.0,0.0
218,Rolando Mandragora,1.1,1.2,1.9,1.1,0.4,0.0,3.0,1.0,1.6,0.9,0.6,1.8,0.1,0.4,1.2,1.0,0.9,41.1,83.7,0.4,1.4,0.1
219,Antonio Mirante,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,27.5,74.9,0.0,5.2,0.0
220,Graziano Pellè ,0.2,0.2,1.5,0.6,0.0,0.0,1.0,2.0,1.1,0.9,0.1,1.0,0.3,0.7,1.2,2.0,0.9,15.1,76.5,0.0,0.5,0.1
221,Riccardo Sottil,0.3,0.2,0.8,0.1,0.0,0.0,2.0,1.0,1.2,0.8,1.9,1.7,0.0,1.0,1.4,1.0,0.8,16.0,81.3,0.3,0.8,0.0
222,Giacomo Raspadori,0.2,0.1,0.3,0.3,0.2,0.0,6.0,0.0,0.9,1.0,0.6,0.9,0.1,0.9,1.3,0.0,1.0,11.5,82.6,0.4,0.3,0.0
223,Brahim Díaz,0.7,0.1,0.5,0.1,0.0,0.0,4.0,3.0,1.0,0.7,0.9,1.1,0.0,0.9,1.6,3.0,0.7,17.3,87.1,0.2,0.5,0.0
224,Mikkel Damsgaard,1.2,0.7,0.7,0.3,0.1,0.0,2.0,4.0,0.7,0.7,1.5,0.8,0.1,0.8,1.5,4.0,0.7,19.2,73.3,0.3,0.5,0.0
225,Arturo Vidal,1.2,1.3,1.2,0.4,0.1,0.0,1.0,1.0,0.9,0.4,0.1,0.7,0.0,0.3,0.7,1.0,0.4,32.1,86.6,0.1,1.8,0.0
226,Nicola Sansone,0.8,0.3,0.9,0.3,0.0,0.0,2.0,2.0,1.2,1.2,1.3,1.5,0.1,1.1,1.4,2.0,1.2,18.2,82.9,0.5,0.5,0.0
227,Yann Karamoh ,1.1,0.2,0.6,0.4,0.0,0.0,2.0,1.0,0.9,0.6,1.6,0.5,0.3,0.9,1.8,1.0,0.6,14.0,80.0,0.2,0.5,0.0
228,Cristiano Biraghi,1.2,0.8,0.8,1.4,0.3,0.0,1.0,5.0,0.7,1.4,0.4,0.7,0.1,0.1,0.9,5.0,1.4,34.2,75.7,1.9,1.5,0.0
229,Pierre Kalulu,1.4,1.5,0.7,1.5,0.2,0.0,1.0,1.0,0.2,0.5,0.2,0.2,0.0,0.1,0.3,1.0,0.5,34.8,87.6,0.1,0.7,0.0
230,Amir Rrahmani,0.8,0.5,0.7,2.4,0.9,0.0,1.0,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.2,0.0,0.0,37.3,90.9,0.0,1.5,0.0
231,Lucien Agoume,1.5,1.3,1.4,0.6,0.4,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.0,0.7,0.8,0.0,0.2,40.2,89.6,0.1,3.7,0.0
232,Miguel Veloso,1.2,0.6,0.9,1.0,0.0,0.0,2.0,2.0,0.6,0.5,0.4,0.5,0.0,0.2,1.0,2.0,0.5,38.1,79.5,0.2,2.0,0.0
233,Pau López,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,76.8,0.0,4.6,0.0
234,Borja Mayoral,0.1,0.0,0.3,0.2,0.0,0.0,10.0,2.0,1.3,0.7,0.3,0.9,0.4,0.7,1.3,2.0,0.7,11.7,79.6,0.0,0.5,0.0
235,Pepe Reina,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,80.2,0.0,7.4,0.0
236,Samir,1.3,1.9,1.3,1.9,0.6,0.0,1.0,0.0,0.4,0.3,0.2,1.2,0.1,0.5,0.4,0.0,0.3,40.7,88.1,0.1,1.7,0.0
237,Luca Ceppitelli,1.3,1.3,0.8,3.0,0.6,0.0,0.0,0.0,0.4,0.1,0.1,0.7,0.1,0.1,0.5,0.0,0.1,43.3,84.4,0.1,2.8,0.0
238,Koffi Djidji,2.0,1.4,1.1,3.5,1.0,0.0,1.0,0.0,0.2,0.2,0.4,0.1,0.1,0.5,0.7,0.0,0.2,34.8,82.6,0.0,1.7,0.0
239,Roberto Gagliardini,1.1,0.7,0.8,0.5,0.1,0.0,3.0,2.0,0.6,0.3,0.1,0.6,0.0,0.2,0.7,2.0,0.3,21.0,87.4,0.1,0.8,0.0
240,Matteo Darmian,1.2,0.7,0.8,1.2,0.1,0.0,3.0,3.0,0.3,0.4,0.1,0.6,0.1,0.2,0.3,3.0,0.4,14.8,83.9,0.4,0.7,0.0
241,Gonzalo Villar,1.3,0.7,1.5,0.4,0.1,0.0,0.0,1.0,0.3,0.2,1.2,1.5,0.0,0.5,0.8,1.0,0.2,39.5,89.9,0.2,0.9,0.0
242,Gianluca Lapadula,0.6,0.1,1.3,0.4,0.1,0.0,8.0,2.0,2.1,0.9,0.4,1.8,0.9,1.0,1.7,2.0,0.9,12.3,70.0,0.0,0.3,0.0
243,Kevin Agudelo,1.3,0.3,0.7,0.0,0.0,0.0,1.0,2.0,0.7,0.4,1.5,1.1,0.1,0.9,1.2,2.0,0.4,10.8,71.9,0.0,0.6,0.0
244,Matteo Pessina,0.5,0.6,0.9,0.2,0.1,0.0,2.0,2.0,0.8,1.0,0.5,0.8,0.0,0.7,1.3,2.0,1.0,33.1,84.4,0.1,0.9,0.0
245,Bruno Alves ,0.7,1.4,1.1,4.2,0.6,0.0,1.0,0.0,0.5,0.1,0.1,0.5,0.1,0.1,0.1,0.0,0.1,48.3,85.8,0.1,6.8,0.0
246,Nicolo Fagioli,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,94.7,0.0,0.0,0.0
247,Eldor Shomurodov,0.9,0.2,1.3,0.3,0.1,0.0,8.0,1.0,1.3,0.6,0.5,0.7,0.4,1.0,2.5,1.0,0.6,15.1,70.0,0.1,0.2,0.0
